source,target,weight,layer
28,124,9,105
28,133,1,107
28,165,4,107
28,5,8,110
28,1,2,111
28,3,4,111
28,20,1,111
28,22,4,111
28,25,3,111
28,36,3,111
28,38,27,111
28,44,81,111
28,1,21,114
28,5,415,114
28,26,24,114
28,43,61,114
28,44,836,114
28,1,992,115
28,6,31293,115
28,8,27529,115
28,9,3764,115
28,16,2051,115
28,22,4853,115
28,27,1639,115
28,30,53765,115
28,44,150,115
28,104,442,115
28,1,5,118
28,6,11,118
28,8,10,118
28,9,1,118
28,30,385,118
28,133,5,120
28,157,1,130
28,211,1,135
28,6,2193,138
28,7,2169,138
28,8,24,138
28,13,114,138
28,33,254,138
28,36,4,138
28,145,191,138
28,157,2,138
28,165,1,138
28,22,16958,139
28,157,16,139
28,157,19,140
28,1,182,142
28,3,3,142
28,4,293,142
28,5,88,142
28,6,533,142
28,7,16,142
28,8,517,142
28,10,2,142
28,14,2,142
28,16,865,142
28,17,1,142
28,20,2,142
28,21,84,142
28,22,32,142
28,25,96,142
28,26,733,142
28,27,39,142
28,30,24,142
28,33,130,142
28,36,15,142
28,38,28,142
28,43,3,142
28,44,2888,142
28,61,33,142
28,62,67,142
28,69,34,142
28,70,17,142
28,71,3,142
28,77,2,142
28,81,35,142
28,95,32,142
28,102,24,142
28,104,74,142
28,108,81,142
28,111,84,142
28,115,15,142
28,124,8,142
28,126,9,142
28,127,1,142
28,133,88,142
28,138,2,142
28,154,8,142
28,157,102,142
28,164,4,142
28,165,27,142
28,186,24,142
28,211,4,142
28,18,96,143
28,133,1,143
28,157,3,143
28,157,1,145
28,44,10,146
28,145,1,146
28,2,7,147
28,5,4,147
28,6,51,147
28,8,12,147
28,9,39,147
28,17,6,147
28,25,32,147
28,38,26,147
28,43,68,147
28,44,17,147
28,48,12,147
28,118,3,147
28,133,1,147
28,157,1,147
28,6,96,149
28,7,50,149
28,9,40,149
28,22,126,149
28,30,5,149
28,104,1,149
28,133,18,149
28,138,2,149
28,139,6,149
28,1,1218,153
28,3,93,153
28,5,5963,153
28,6,12360,153
28,7,1727,153
28,8,6101,153
28,9,4519,153
28,10,92,153
28,13,30,153
28,14,15,153
28,15,15,153
28,20,20,153
28,21,1085,153
28,22,2024,153
28,24,38,153
28,25,1530,153
28,26,843,153
28,30,3371,153
28,31,7,153
28,32,1853,153
28,33,2401,153
28,34,52,153
28,35,25,153
28,36,65,153
28,38,237,153
28,43,1119,153
28,44,16536,153
28,61,175,153
28,66,1,153
28,67,21,153
28,69,188,153
28,75,3,153
28,79,199,153
28,81,1,153
28,98,12,153
28,101,1,153
28,104,470,153
28,108,57,153
28,118,4,153
28,124,80,153
28,126,13,153
28,129,26,153
28,133,510,153
28,138,5,153
28,139,13,153
28,145,29,153
28,154,23,153
28,157,1234,153
28,164,7,153
28,165,102,153
28,181,55,153
28,211,65,153
28,18,17,154
28,133,2,154
28,1,8,155
28,3,2,155
28,5,13,155
28,6,4,155
28,9,4,155
28,14,3,155
28,26,1,155
28,44,123,155
28,145,1,155
28,6,10,156
28,8,10,156
28,20,7,156
28,24,131,156
28,25,25227,156
28,27,83,156
28,30,50,156
28,33,1302,156
28,38,31650,156
28,104,3,156
28,109,1508,156
28,6,75,157
28,7,75,157
28,10,6,157
28,20,8,157
28,22,3,157
28,25,28,157
28,44,14,157
28,61,4,157
28,70,2,157
28,133,22,157
28,186,4,157
28,211,2,157
28,1,67,158
28,3,2,158
28,5,1139,158
28,6,111,158
28,7,101,158
28,8,10,158
28,13,1,158
28,14,3,158
28,16,387,158
28,21,29,158
28,22,153,158
28,26,2,158
28,30,9,158
28,31,11,158
28,32,302,158
28,33,15,158
28,36,3,158
28,44,39080,158
28,51,12,158
28,61,12,158
28,75,111,158
28,102,144,158
28,104,3,158
28,111,224,158
28,115,7,158
28,133,25,158
28,186,4,158
28,211,1,158
28,1,492,159
28,3,2,159
28,5,905,159
28,6,66,159
28,7,64,159
28,9,2,159
28,13,1,159
28,20,9,159
28,22,11,159
28,24,165,159
28,26,3,159
28,30,36,159
28,32,1708,159
28,33,103,159
28,34,20,159
28,35,1,159
28,36,54,159
28,43,14,159
28,44,6400,159
28,61,87,159
28,69,109,159
28,104,8,159
28,108,8,159
28,124,74,159
28,126,3,159
28,133,194,159
28,145,40,159
28,154,3,159
28,157,1858,159
28,165,4,159
28,181,25,159
28,22,2149,161
28,104,5,161
28,157,23,161
28,1,12,163
28,6,130,163
28,7,125,163
28,9,5,163
28,22,163,163
28,24,1,163
28,104,3,163
28,133,226,163
28,157,42,163
28,6,12,165
28,7,1,165
28,9,11,165
28,33,2,165
28,34,101,167
28,6,1,168
28,8,1,168
28,38,406,168
28,43,22,168
28,145,8,168
28,157,4,168
28,1,175,169
28,6,12,169
28,8,12,169
28,22,33,169
28,25,29,169
28,38,4,170
28,5,52,173
28,6,2895,173
28,8,2895,173
28,14,849,173
28,20,26,173
28,26,1287,173
28,44,27,173
28,124,6,173
28,6,8,174
28,8,8,174
28,61,1,174
28,75,19,174
28,6,12,175
28,7,12,175
28,35,3,176
28,43,1,176
28,98,37,176
28,1,75,177
28,6,111,177
28,7,50,177
28,9,61,177
28,22,393,177
28,24,3,177
28,30,30,177
28,32,359,177
28,124,20,177
28,133,135,177
28,126,1,178
28,133,2,178
28,38,33,180
28,157,17,181
28,1,10,183
28,3,2,183
28,5,2,183
28,14,2,183
28,20,1,183
28,25,35,183
28,44,8,183
28,101,4,183
28,133,1,183
28,5,30,184
28,6,1,184
28,8,1,184
28,44,358,184
28,27,4,187
28,44,6,187
28,157,1,187
28,1,65,188
28,5,348,188
28,6,79,188
28,8,13,188
28,9,45,188
28,21,42,188
28,22,12,188
28,25,2752,188
28,30,20,188
28,32,229,188
28,33,588,188
28,38,1,188
28,44,1071,188
28,124,36,188
28,126,1,188
28,133,40,188
28,139,21,188
28,157,264,188
28,36,1,189
28,124,1,189
28,157,3,189
28,16,6,190
28,17,1,190
28,30,344,190
28,33,1,190
28,5,12,191
28,38,40,191
28,149,1,191
28,133,8,193
28,211,6,195
28,6,19,196
28,9,19,196
28,33,4,196
28,1,146,197
28,3,156,197
28,5,440,197
28,6,15,197
28,8,2,197
28,9,13,197
28,10,1,197
28,13,786,197
28,14,376,197
28,21,13,197
28,22,1544,197
28,24,2,197
28,25,76,197
28,26,169,197
28,30,401,197
28,33,32,197
28,34,13,197
28,35,247,197
28,36,36,197
28,39,14,197
28,41,41,197
28,43,511,197
28,44,3019,197
28,48,29,197
28,61,4,197
28,66,1,197
28,69,137,197
28,75,187,197
28,79,9,197
28,104,8,197
28,133,41,197
28,145,2,197
28,155,1,197
28,157,64,197
28,6,117,198
28,7,19,198
28,8,37,198
28,9,61,198
28,17,54,198
28,25,108,198
28,26,2,198
28,33,610,198
28,6,836,199
28,7,836,199
28,1,7,200
28,5,47,200
28,6,17418,200
28,7,5859,200
28,8,11225,200
28,9,334,200
28,10,1,200
28,12,14,200
28,14,98,200
28,17,10,200
28,18,3074,200
28,21,45,200
28,22,99993,200
28,24,1012,200
28,25,51,200
28,26,6,200
28,27,2,200
28,29,63,200
28,30,43820,200
28,31,575,200
28,32,5333,200
28,33,1775,200
28,35,1,200
28,38,86,200
28,39,59,200
28,43,8,200
28,44,3,200
28,88,220,200
28,101,9,200
28,104,6294,200
28,115,637,200
28,124,217,200
28,132,32,200
28,133,423,200
28,145,517,200
28,155,13,200
28,157,730,200
28,1,10,201
28,3,1,201
28,5,93,201
28,6,9,201
28,8,8,201
28,9,1,201
28,14,2,201
28,15,10,201
28,17,96,201
28,21,49,201
28,25,557,201
28,26,28,201
28,33,19,201
28,34,6,201
28,36,1,201
28,44,119,201
28,57,27,201
28,79,5,201
28,104,83,201
28,111,14,201
28,124,1,201
28,155,134,201
28,157,58,201
28,181,26,201
28,6,3,203
28,8,3,203
28,16,2,203
28,157,2,203
28,17,28360,204
28,33,112,204
28,35,1,204
28,38,1,204
28,44,28,204
28,133,28,204
28,157,24,204
28,25,681,205
28,27,1,205
28,104,1,205
28,124,1,205
28,126,1,205
28,133,126,205
28,157,134,205
28,165,4,205
28,6,1,206
28,8,1,206
28,16,26,206
28,25,2,206
28,79,3,206
28,104,1,206
28,157,87,206
28,2,1,207
28,6,71,207
28,7,65,207
28,8,6,207
28,13,3,207
28,16,9,207
28,25,71,207
28,26,35,207
28,30,7,207
28,33,10,207
28,44,102,207
28,48,1,207
28,54,3,207
28,79,5,207
28,104,1,207
28,124,1,207
28,133,2,207
28,157,37,207
28,211,3,207
28,157,7,208
28,6,10,209
28,7,1,209
28,9,9,209
28,33,12,209
28,133,2,209
28,157,28,209
28,124,8,210
28,126,1,210
28,133,1,210
28,5,70,211
28,6,20,213
28,7,20,213
28,38,67,213
28,133,1,213
28,157,49,216
28,6,2981,217
28,7,164,217
28,9,2817,217
28,22,8052,217
28,25,47,217
28,30,5992,217
28,33,1,217
28,1,504,219
28,3,4465,219
28,4,118,219
28,5,11181,219
28,6,112562,219
28,7,21,219
28,8,105663,219
28,9,6878,219
28,10,390,219
28,12,122,219
28,13,15612,219
28,14,158329,219
28,16,43,219
28,18,6731,219
28,20,4187,219
28,21,31930,219
28,22,47684,219
28,24,14,219
28,25,29603,219
28,26,272891,219
28,27,1943,219
28,30,5032,219
28,31,6859,219
28,33,11,219
28,34,30214,219
28,35,2733,219
28,36,462,219
28,38,17,219
28,39,1228,219
28,41,1,219
28,43,106,219
28,44,472908,219
28,48,704,219
28,51,72,219
28,59,8,219
28,67,13,219
28,69,947,219
28,75,11163,219
28,77,516,219
28,79,11,219
28,85,8,219
28,95,91,219
28,97,1,219
28,101,15,219
28,104,68,219
28,108,45,219
28,132,25,219
28,154,6,219
28,211,10,219
28,30,94,220
28,5,38,222
28,6,1057,222
28,8,765,222
28,9,292,222
28,14,327,222
28,25,11,222
28,26,333,222
28,27,19,222
28,5,6,223
28,5,1,226
28,26,67,226
28,36,5,226
28,1,3246,228
28,2,54,228
28,3,1143,228
28,5,2298,228
28,6,4934,228
28,7,3393,228
28,8,1537,228
28,9,4,228
28,10,135,228
28,12,908,228
28,13,84,228
28,14,2516,228
28,16,739,228
28,17,1,228
28,18,93,228
28,21,1641,228
28,22,7088,228
28,25,8,228
28,26,3610,228
28,27,300,228
28,29,562,228
28,30,6770,228
28,31,780,228
28,32,169,228
28,33,116,228
28,34,2700,228
28,35,1241,228
28,36,1355,228
28,41,128,228
28,43,6205,228
28,44,103587,228
28,57,20,228
28,59,120,228
28,61,117,228
28,67,536,228
28,69,20,228
28,75,1457,228
28,77,8,228
28,78,8,228
28,79,751,228
28,81,15,228
28,83,56,228
28,88,106,228
28,93,46,228
28,95,44,228
28,101,106,228
28,102,2,228
28,104,1144,228
28,111,492,228
28,115,33,228
28,124,84,228
28,127,120,228
28,133,105,228
28,145,25,228
28,156,1,228
28,157,12,228
28,165,2,228
28,18,22,230
28,133,3,230
28,16,40,236
28,13,117,237
28,44,3,237
28,3,1,238
28,5,127,238
28,30,1,238
28,44,6,238
28,133,24,238
28,157,7,238
28,25,30,239
28,157,114,239
28,211,2,239
28,43,5,240
28,157,41,240
28,44,23,241
28,1,3943,242
28,2,34,242
28,5,3550,242
28,6,474,242
28,7,80,242
28,8,87,242
28,9,307,242
28,13,71,242
28,17,21,242
28,18,135,242
28,21,804,242
28,22,4498,242
28,24,1450,242
28,25,37,242
28,26,6401,242
28,27,31,242
28,29,173,242
28,30,218,242
28,31,520,242
28,32,254,242
28,33,394,242
28,34,516,242
28,36,437,242
28,38,629,242
28,41,21,242
28,44,21409,242
28,48,342,242
28,69,62,242
28,85,124,242
28,95,434,242
28,104,184,242
28,108,31,242
28,111,21,242
28,115,11,242
28,126,13,242
28,127,12,242
28,133,7,242
28,165,3,242
28,15,19,243
28,17,17,243
28,155,1,243
28,181,24,243
28,157,40,244
28,69,2,251
28,5,147,252
28,5,14,254
28,25,1,254
28,33,1,254
28,44,19,254
28,104,1,254
28,22,7,255
28,17,3044,256
28,124,1,257
28,133,2,257
28,5,5,259
28,14,7,259
28,24,3,259
28,38,97,259
28,6,20244,260
28,7,20244,260
28,14,79,260
28,20,1,260
28,21,91,260
28,22,9430,260
28,25,272,260
28,26,190,260
28,29,93,260
28,30,1013,260
28,31,18,260
28,33,1933,260
28,34,74,260
28,35,7,260
28,36,37,260
28,43,748,260
28,44,46,260
28,61,4,260
28,133,6,260
28,211,1,260
28,157,62,261
28,1,34,263
28,6,144,263
28,9,144,263
28,30,42,263
28,6,714,264
28,7,68,264
28,8,646,264
28,22,5377,264
28,25,1,264
28,30,197,264
28,33,388,264
28,104,1096,264
28,22,151,268
28,3,6,270
28,5,72,270
28,6,18,270
28,9,18,270
28,21,44,270
28,35,1,270
28,36,1,270
28,43,11,270
28,44,129,270
28,61,13,270
28,79,4,270
28,124,9,270
28,133,14,270
28,157,6,270
28,6,217,272
28,9,217,272
28,133,7,272
28,5,18,273
28,43,1,276
28,111,42,276
28,6,3,278
28,32,233,278
28,133,116,278
28,139,3,278
28,157,604,278
28,44,11,282
28,22,5741,284
28,5,30,291
28,24,2,291
28,36,1,291
28,38,1,291
28,44,17,291
28,126,1,291
28,1,3,292
28,5,35,292
28,20,1,292
28,24,1,292
28,25,32,292
28,27,1,292
28,33,2,292
28,38,2,292
28,44,323,292
28,61,1,292
28,133,6,292
28,145,6,292
28,1,19,293
28,5,5,293
28,6,34,293
28,7,34,293
28,33,96,293
28,43,22,293
28,44,18,293
28,61,5,293
28,104,8,293
28,124,1,293
28,133,1,293
28,157,1,293
28,164,1,293
28,1,1059,295
28,3,5,295
28,5,338,295
28,6,1006,295
28,7,278,295
28,8,129,295
28,9,599,295
28,13,11,295
28,14,6,295
28,17,1676,295
28,20,3,295
28,21,158,295
28,22,1879,295
28,24,10,295
28,25,3672,295
28,26,9,295
28,27,310,295
28,30,785,295
28,31,5,295
28,32,1094,295
28,33,677,295
28,36,2,295
28,38,8255,295
28,43,2644,295
28,44,589,295
28,61,5,295
28,75,101,295
28,79,82,295
28,98,2,295
28,104,78,295
28,108,15,295
28,111,10,295
28,124,17,295
28,126,1,295
28,133,37,295
28,138,1133,295
28,145,31,295
28,149,11,295
28,154,25,295
28,157,21,295
28,165,33,295
28,181,6,295
28,1,6,296
28,5,5,296
28,6,248,296
28,14,137,296
28,17,7,296
28,25,3242,296
28,29,17,296
28,30,77598,296
28,35,66,296
28,44,1701,296
28,85,1,296
28,104,6,296
28,139,248,296
28,38,111,298
28,25,9,299
28,1,19,300
28,5,58,300
28,24,1,300
28,25,3,300
28,26,4,300
28,33,16,300
28,44,3,300
28,104,405,300
28,133,11,300
28,181,15,300
28,6,16,302
28,7,16,302
28,33,1,302
28,44,142,302
28,157,217,302
28,211,138,302
28,1,5,303
28,2,1,303
28,3,4,303
28,5,68,303
28,10,1,303
28,24,3,303
28,32,215,303
28,33,6,303
28,35,4,303
28,43,8,303
28,44,320,303
28,61,11,303
28,104,4,303
28,133,26,303
28,145,7,303
28,157,46,303
28,1,1,304
28,5,26,304
28,6,1,304
28,9,1,304
28,13,2,304
28,17,117,304
28,22,124,304
28,25,691,304
28,26,89,304
28,30,27,304
28,33,69,304
28,36,1,304
28,38,14,304
28,44,3902,304
28,61,1,304
28,155,1,304
28,1,9,305
28,5,19,305
28,6,177,305
28,7,11,305
28,8,12,305
28,9,154,305
28,14,2,305
28,20,113,305
28,30,5,305
28,32,96,305
28,38,637,305
28,43,68,305
28,44,58,305
28,95,9,305
28,104,2,305
28,124,6,305
28,133,31,305
28,2,40,307
28,3,2,307
28,5,26,307
28,6,5,307
28,8,5,307
28,17,21,307
28,21,2,307
28,25,100,307
28,26,5,307
28,30,2,307
28,33,1,307
28,38,312,307
28,44,24,307
28,104,2,307
28,133,1,307
28,157,2,307
28,5,3,308
28,61,1,308
28,157,13,308
28,1,64,309
28,3,17,309
28,5,330,309
28,6,3610,309
28,7,529,309
28,8,2999,309
28,9,80,309
28,13,2,309
28,14,6,309
28,20,64,309
28,21,137,309
28,22,1050,309
28,24,2,309
28,26,87,309
28,30,16,309
28,33,17,309
28,34,38,309
28,35,1,309
28,36,2,309
28,38,1,309
28,43,70,309
28,44,493,309
28,61,34,309
28,69,45,309
28,79,5,309
28,81,6,309
28,104,34,309
28,133,1,309
28,139,2,309
28,145,1,309
28,154,1,309
28,157,21,309
28,6,118,310
28,7,116,310
28,9,2,310
28,22,194,310
28,36,1,310
28,126,6,310
28,5,1,311
28,61,1,311
28,44,4,312
28,6,228,313
28,9,228,313
28,33,19,316
28,66,1,316
28,38,8,317
28,133,7,317
28,157,7,317
28,1,19,318
28,5,158,318
28,20,17,318
28,26,7,318
28,33,1,318
28,43,43,318
28,44,502,318
28,61,3,318
28,104,5,318
28,133,14,318
28,157,7,318
28,43,39,321
28,133,1,321
28,5,1,322
28,17,454,323
28,27,108,323
28,1,10,325
28,3,1,325
28,5,12,325
28,6,166,325
28,7,152,325
28,8,6,325
28,9,8,325
28,20,1,325
28,21,19,325
28,25,4,325
28,26,2,325
28,30,1,325
28,33,4,325
28,36,3,325
28,43,42,325
28,44,73,325
28,61,2,325
28,104,13,325
28,126,1,325
28,133,3,325
28,157,59,325
28,181,5,325
28,10,1,326
28,22,278,326
28,6,10739,328
28,8,10663,328
28,9,76,328
28,12,73,328
28,16,128,328
28,22,178,328
28,25,82243,328
28,29,130,328
28,30,17944,328
28,108,3149,328
28,154,3,331
28,5,3,332
28,6,24,332
28,7,24,332
28,22,8368,332
28,25,181,332
28,36,8,332
28,67,90,332
28,1,27,333
28,5,60,333
28,35,1,333
28,44,14,333
28,104,1,333
28,157,5,333
28,3,6,336
28,5,2,336
28,6,532,336
28,7,130,336
28,8,388,336
28,9,14,336
28,21,2,336
28,22,220,336
28,25,16,336
28,27,40,336
28,36,7,336
28,104,3,336
28,133,1,336
28,157,8,336
28,1,2,337
28,3,63,337
28,13,128,337
28,14,482,337
28,21,549,337
28,22,5320,337
28,25,15,337
28,30,414,337
28,36,262,337
28,44,53341,337
28,126,1,337
28,6,92,338
28,8,92,338
28,1,107,340
28,3,7,340
28,5,516,340
28,6,23,340
28,7,5,340
28,9,18,340
28,13,11,340
28,14,10,340
28,20,1,340
28,21,184,340
28,22,142,340
28,24,6,340
28,25,25,340
28,26,120,340
28,27,2,340
28,30,21,340
28,32,305,340
28,33,67,340
28,34,57,340
28,35,2,340
28,36,13,340
28,38,326,340
28,43,206,340
28,44,2112,340
28,61,22,340
28,69,59,340
28,79,32,340
28,104,37,340
28,124,8,340
28,132,3,340
28,133,69,340
28,145,14,340
28,157,964,340
28,165,7,340
28,3,122,342
28,5,35,342
28,14,4,342
28,22,24,342
28,36,1,342
28,43,27,342
28,44,4,342
28,104,1,342
28,5,9,343
28,44,6,343
28,4,1,344
28,5,1,350
28,6,253,350
28,8,253,350
28,25,5,350
28,1,332,351
28,2,41,351
28,3,2847,351
28,5,17,351
28,6,1331,351
28,7,1331,351
28,10,1013,351
28,13,801,351
28,14,1891,351
28,17,4701,351
28,21,215,351
28,22,947,351
28,25,11736,351
28,26,2648,351
28,27,394,351
28,29,299,351
28,30,1919,351
28,31,4003,351
28,33,2056,351
28,34,11554,351
28,35,1482,351
28,36,257,351
28,38,75,351
28,39,76,351
28,41,857,351
28,43,2570,351
28,44,18843,351
28,62,48,351
28,68,363,351
28,70,81,351
28,72,291,351
28,77,125,351
28,83,4,351
28,90,31,351
28,99,218,351
28,108,5925,351
28,115,46,351
28,116,6,351
28,138,32,351
28,167,24807,351
28,186,372,351
28,1,20,353
28,5,33,353
28,14,1,353
28,36,2,353
28,43,11,353
28,61,1,353
28,104,1,353
28,43,1,358
28,16,194,362
29,0,21,1
29,1,153,1
29,2,340,1
29,3,165,1
29,4,106,1
29,5,404,1
29,6,15,1
29,8,9,1
29,9,6,1
29,10,146,1
29,12,358,1
29,13,3298,1
29,14,7897,1
29,16,22,1
29,20,799,1
29,21,2090,1
29,24,144,1
29,26,966,1
29,27,7,1
29,30,1,1
29,31,2807,1
29,32,170,1
29,33,2,1
29,34,5279,1
29,35,806,1
29,36,50,1
29,39,142,1
29,41,508,1
29,43,8664,1
29,44,5061,1
29,47,194,1
29,50,62,1
29,51,2251,1
29,59,509,1
29,61,1167,1
29,62,22489,1
29,67,1533,1
29,68,11321,1
29,69,39300,1
29,70,25,1
29,71,12,1
29,72,21349,1
29,76,18,1
29,77,45,1
29,79,41,1
29,81,353,1
29,82,146,1
29,83,4018,1
29,86,19084,1
29,87,1433,1
29,89,62,1
29,91,1,1
29,95,90,1
29,97,4316,1
29,99,568,1
29,101,33,1
29,103,25,1
29,104,28,1
29,108,48,1
29,111,7,1
29,115,134,1
29,116,150,1
29,118,56,1
29,120,7018,1
29,129,62,1
29,132,22,1
29,145,72,1
29,147,161,1
29,149,13,1
29,179,55,1
29,211,137,1
29,3,2301,2
29,10,9,2
29,13,2320,2
29,14,81953,2
29,20,117,2
29,21,3938,2
29,26,2010,2
29,31,159,2
29,43,1484,2
29,51,65,2
29,62,3900,2
29,68,10794,2
29,72,608,2
29,82,12,2
29,83,1453,2
29,86,2304,2
29,87,97,2
29,97,1565,2
29,116,44,2
29,120,3,2
29,212,21,2
29,1,4449,3
29,2,12514,3
29,3,15928,3
29,4,339,3
29,5,1292,3
29,6,178,3
29,7,18,3
29,8,133,3
29,9,27,3
29,10,14158,3
29,12,3490,3
29,13,64221,3
29,14,93932,3
29,16,1609,3
29,17,28,3
29,18,74,3
29,20,8000,3
29,21,17322,3
29,22,234,3
29,24,729,3
29,25,95,3
29,26,68053,3
29,28,10,3
29,30,388,3
29,31,40219,3
29,32,3378,3
29,33,66,3
29,34,63946,3
29,35,22351,3
29,36,11567,3
29,38,974,3
29,39,13019,3
29,41,13455,3
29,43,72352,3
29,44,7316,3
29,47,6898,3
29,50,13526,3
29,51,10898,3
29,53,5,3
29,58,12,3
29,59,14733,3
29,61,207,3
29,62,73954,3
29,65,15,3
29,67,17937,3
29,68,30772,3
29,69,5729,3
29,70,684,3
29,71,18,3
29,72,25471,3
29,75,17,3
29,76,104,3
29,77,527,3
29,79,11334,3
29,81,3864,3
29,82,263,3
29,83,32351,3
29,85,695,3
29,86,26071,3
29,87,14006,3
29,88,622,3
29,89,5812,3
29,90,15,3
29,94,28,3
29,95,879,3
29,97,2945,3
29,99,397,3
29,101,323,3
29,104,132,3
29,108,3325,3
29,115,51,3
29,116,8584,3
29,120,15380,3
29,124,29,3
29,127,39,3
29,132,205,3
29,133,21,3
29,145,232,3
29,147,862,3
29,149,109,3
29,154,4,3
29,155,195,3
29,157,120,3
29,181,114,3
29,192,23,3
29,1,50,4
29,2,2,4
29,3,1062,4
29,5,124,4
29,6,657,4
29,7,186,4
29,8,447,4
29,9,24,4
29,10,1849,4
29,13,2857,4
29,14,31169,4
29,20,1146,4
29,21,59065,4
29,24,1,4
29,25,26,4
29,26,9527,4
29,30,8,4
29,31,60589,4
29,32,836,4
29,34,16352,4
29,35,363,4
29,41,5247,4
29,43,11717,4
29,44,6865,4
29,47,47,4
29,50,173,4
29,51,2885,4
29,59,513,4
29,61,12,4
29,62,94042,4
29,67,952,4
29,68,24076,4
29,69,351,4
29,72,10826,4
29,73,2252,4
29,79,12,4
29,81,5656,4
29,82,1316,4
29,83,10386,4
29,85,266,4
29,86,53283,4
29,87,244,4
29,90,380,4
29,97,1132,4
29,99,77,4
29,104,33,4
29,115,36,4
29,116,310,4
29,120,7408,4
29,132,14,4
29,133,218,4
29,145,7194,4
29,147,501,4
29,156,1,4
29,157,5,4
29,181,1,4
29,1,11,5
29,2,77208,5
29,3,111002,5
29,6,1130,5
29,7,1128,5
29,8,2,5
29,10,6100,5
29,12,31093,5
29,13,244425,5
29,14,81759,5
29,20,46,5
29,21,233190,5
29,22,1243,5
29,24,12634,5
29,26,118538,5
29,31,4591,5
29,33,389,5
29,34,42348,5
29,35,12583,5
29,36,622,5
29,39,1,5
29,41,82,5
29,43,370569,5
29,44,1875,5
29,47,32965,5
29,48,3,5
29,50,2755,5
29,51,6226,5
29,58,1,5
29,59,8669,5
29,61,1653,5
29,62,47716,5
29,66,112,5
29,67,31282,5
29,68,70943,5
29,69,3010,5
29,70,22,5
29,72,4979,5
29,73,25206,5
29,75,373,5
29,76,233,5
29,77,30,5
29,79,10473,5
29,81,575,5
29,82,538,5
29,83,22572,5
29,85,2599,5
29,86,35817,5
29,87,35994,5
29,88,36989,5
29,89,29,5
29,90,9,5
29,97,3103,5
29,99,1022,5
29,101,71,5
29,102,21,5
29,108,1322,5
29,111,15,5
29,115,366,5
29,116,106,5
29,120,6035,5
29,124,3056,5
29,127,155,5
29,132,139,5
29,133,1110,5
29,145,64,5
29,147,8448,5
29,149,185,5
29,155,130,5
29,157,1401,5
29,181,55,5
29,43,402,6
29,72,68,6
29,86,130,6
29,2,3056,7
29,3,1983,7
29,6,373,7
29,7,373,7
29,10,1263,7
29,13,1645,7
29,14,50159,7
29,20,115,7
29,21,5467,7
29,26,24874,7
29,31,756,7
29,36,2396,7
29,38,145,7
29,41,1350,7
29,43,1346,7
29,51,857,7
29,61,569,7
29,62,20670,7
29,67,380,7
29,68,1399,7
29,72,1459,7
29,79,1,7
29,83,8553,7
29,86,11358,7
29,90,178,7
29,97,616,7
29,115,11,7
29,116,1286,7
29,120,750,7
29,145,79,7
29,2,666,8
29,14,787,8
29,21,986,8
29,43,38,8
29,62,250,8
29,68,54,8
29,72,1315,8
29,83,473,8
29,86,85,8
29,116,48,8
29,120,688,8
29,147,5,8
29,10,31,9
29,14,1694,9
29,26,487,9
29,31,244,9
29,41,13437,9
29,50,32,9
29,62,306,9
29,68,465,9
29,72,961,9
29,82,20,9
29,86,170,9
29,88,181,9
29,116,1952,9
29,10,6,10
29,14,755,10
29,26,546,10
29,31,1,10
29,36,9,10
29,41,5,10
29,62,75,10
29,72,726,10
29,82,1,10
29,83,4,10
29,86,1461,10
29,116,16,10
29,3,74,11
29,13,34,11
29,14,753,11
29,21,51066,11
29,24,286,11
29,26,32466,11
29,31,1442,11
29,34,7607,11
29,50,6249,11
29,59,9626,11
29,67,6151,11
29,68,2198,11
29,72,12088,11
29,83,327,11
29,86,558,11
29,87,1551,11
29,2,41,12
29,3,118,12
29,5,3,12
29,13,121,12
29,14,501,12
29,20,28,12
29,21,2081,12
29,26,7,12
29,31,14,12
29,34,516,12
29,36,4,12
29,41,18,12
29,43,186,12
29,44,123,12
29,51,102,12
29,62,1,12
29,67,395,12
29,72,60,12
29,82,1,12
29,83,579,12
29,85,60,12
29,86,41,12
29,87,1,12
29,101,3,12
29,116,13,12
29,120,8,12
29,147,2,12
29,3,8,13
29,10,30,13
29,13,2392,13
29,14,1695,13
29,26,6178,13
29,43,32,13
29,62,1837,13
29,68,36,13
29,72,707,13
29,83,149,13
29,86,8662,13
29,97,12,13
29,1,8468,14
29,2,19974,14
29,3,2452,14
29,4,793,14
29,5,13051,14
29,6,3452,14
29,7,1564,14
29,8,347,14
29,9,1541,14
29,10,8783,14
29,12,3186,14
29,13,18985,14
29,14,83335,14
29,16,1526,14
29,17,1,14
29,20,1469,14
29,21,14990,14
29,22,994,14
29,24,1276,14
29,25,1201,14
29,26,26747,14
29,27,6,14
29,30,6,14
29,31,81048,14
29,32,9104,14
29,33,1789,14
29,34,11327,14
29,35,12262,14
29,36,2502,14
29,38,61,14
29,39,34225,14
29,41,16786,14
29,43,184916,14
29,44,17711,14
29,47,1680,14
29,50,7622,14
29,51,12078,14
29,53,7,14
29,58,35,14
29,59,13580,14
29,61,388,14
29,62,44067,14
29,67,17794,14
29,68,23811,14
29,69,2210,14
29,70,1,14
29,71,164,14
29,72,18376,14
29,73,29,14
29,75,2373,14
29,76,76,14
29,77,21,14
29,79,3125,14
29,81,3734,14
29,82,81,14
29,83,19314,14
29,85,4610,14
29,86,13853,14
